Term;TermFragment;MainPage;TermType;TermFrequency;CValue;inHeader;TermRule;TermRepeatRule
БАЗОВЫЙ ЛИСП;Базовый Лисп;3;NonDictTerm;4;4,75488750216347;True;0;0
ФУНКЦИОНАЛЬНЫЙ ДИАЛЕКТ;функциональный диалект;3;NonDictTerm;1;1,58496250072116;False;0;0
БАЗОВЫЕ СРЕДСТВА;базовые средства;3;NonDictTerm;1;1,58496250072116;False;0;0
СКАЛЯРНЫЕ ДАННЫЕ;скалярным данным;3;NonDictTerm;1;1,58496250072116;False;0;0
НЕДЕЛИМОЕ ЦЕЛОЕ;неделимое целое;3;NonDictTerm;1;1,58496250072116;False;0;0
СПИСОЧНЫЕ СТРУКТУРЫ;списочные структуры;3;NonDictTerm;18;28,5293250129808;False;0;0
ВЕЩЕСТВЕННЫЕ ЧИСЛА;вещественные числа;3;NonDictTerm;6;9,50977500432694;False;0;0
СИМВОЛЬНЫЕ АТОМЫ;Символьные атомы;3;NonDictTerm;35;55,4736875252405;False;0;0
ЧИСЛОВЫЕ АТОМЫ;числовых атомов;3;NonDictTerm;6;9,50977500432694;False;0;0
ЛОГИЧЕСКИЕ ЗНАЧЕНИЯ;логические значения;4;NonDictTerm;17;26,9443625122597;False;0;0
ПУСТОЙ СПИСОК;пустой список;4;NonDictTerm;18;28,5293250129808;False;0;0
РЕКУРСИВНАЯ СТРУКТУРА;рекурсивная структура;4;NonDictTerm;2;3,16992500144231;False;0;0
КРУГЛЫЕ СКОБКИ;круглые скобки;4;NonDictTerm;8;12,6797000057693;False;0;0
ЛИСПОВСКИЙ СПИСОК;лисповский список;4;NonDictTerm;10;15,8496250072116;False;0;0
ВЕРХНИЙ УРОВЕНЬ;верхнем уровне;4;NonDictTerm;29;45,9639125209135;False;0;0
ЕДИНСТВЕННАЯ КОНСТАНТА;Единственной константой;4;NonDictTerm;1;1,58496250072116;False;0;0
УНИКАЛЬНАЯ ОСОБЕННОСТЬ;уникальной особенностью;4;NonDictTerm;1;1,58496250072116;False;0;0
ОДИНАКОВЫЙ СИНТАКСИС;одинаковый синтаксис;4;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЧИСЛИМОЕ ВЫРАЖЕНИЕ;вычислимое выражение;4;NonDictTerm;5;7,92481250360578;False;0;0
КАНОНИЧЕСКАЯ ЗАПИСЬ;каноническая запись;5;NonDictTerm;1;1,58496250072116;False;0;0
ФОРМАЛЬНЫЙ ПАРАМЕТР;формального параметра;5;NonDictTerm;45;71,323312532452;False;0;0
ФУНКЦИОНАЛЬНЫЙ ВЫЗОВ;функциональный вызов;5;NonDictTerm;29;45,9639125209135;False;0;0
АРГУМЕНТНЫЕ СКОБКИ;аргументными скобками;5;NonDictTerm;1;1,58496250072116;False;0;0
СИНТАКСИЧЕСКОЕ ЕДИНООБРАЗИЕ;синтаксическое единообразие;2;NonDictTerm;2;3,16992500144231;False;0;0
ОБЫЧНЫЕ ФУНКЦИИ;обычные функции;6;NonDictTerm;14;22,1894750100962;False;0;0
СПЕЦИАЛЬНЫЕ ФУНКЦИИ;специальные функции;6;NonDictTerm;1;1,58496250072116;False;0;0
ОСОБАЯ ФУНКЦИЯ;особой функции;6;NonDictTerm;17;26,9443625122597;True;0;0
УКАЗАННЫЕ ТРЕБОВАНИЯ;указанных требований;6;NonDictTerm;1;1,58496250072116;False;0;0
СУЩЕСТВЕННЫЙ ПОРЯДОК;существенен порядок;6;NonDictTerm;1;1,58496250072116;False;0;0
ВНЕШНЯЯ ФУНКЦИЯ;внешней функции;6;NonDictTerm;2;3,16992500144231;False;0;0
СТАНДАРТНЫЙ ПОРЯДОК;стандартный порядок;6;NonDictTerm;1;1,58496250072116;False;0;0
БАЗОВЫЙ НАБОР;Базовый набор;6;NonDictTerm;18;19,0195500086539;True;0;0
ЕДИНСТВЕННЫЙ АРГУМЕНТ;единственного аргумента;7;NonDictTerm;2;3,16992500144231;False;0;0
НЕПУСТОЙ СПИСОК;непустой список;7;NonDictTerm;1;1,58496250072116;False;0;0
РАННЯЯ РЕАЛИЗАЦИЯ;ранней реализации;7;NonDictTerm;2;3,16992500144231;False;0;0
СПЕЦИАЛЬНЫЕ РЕГИСТРЫ;специальные регистры;7;NonDictTerm;1;1,58496250072116;False;0;0
ОПРЕДЕЛЕННЫЕ СВОЙСТВА;определенных свойств;7;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ СПОСОБЫ;разными способами;8;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕЖНЕЕ ЗНАЧЕНИЕ;прежнее значение;8;NonDictTerm;2;3,16992500144231;False;0;0
УПРОЩЕННЫЙ СПОСОБ;упрощенный способ;2;NonDictTerm;1;1,58496250072116;False;0;0
КВОТИРУЕМОЕ ВЫРАЖЕНИЕ;квотируемое выражение;9;NonDictTerm;1;1,58496250072116;False;0;0
НИЖНЯЯ ЛИНИЯ;нижней линии;9;NonDictTerm;1;1,58496250072116;False;0;0
УСЛОВНОЕ ВЫРАЖЕНИЕ;условным выражением;9;NonDictTerm;25;33,2842125151443;False;0;0
ИСТИННОЕ ЗНАЧЕНИЕ;истинным значением;10;NonDictTerm;4;6,33985000288463;False;0;0
ПРОБЕЛЬНЫЕ ОТСТУПЫ;пробельные отступы;10;NonDictTerm;1;1,58496250072116;False;0;0
НИЖЕ ФОРМА;ниже форма;10;NonDictTerm;1;1,58496250072116;False;0;0
ПЕРЕМЕННЫЕ ОПЕРАЦИИ;переменных операции;10;NonDictTerm;1;1,58496250072116;False;0;0
ВСЕВОЗМОЖНЫЕ КОМБИНАЦИИ;всевозможные комбинации;11;NonDictTerm;1;1,58496250072116;False;0;0
АНАЛОГИЧНАЯ СИТУАЦИЯ;Аналогичная ситуация;11;NonDictTerm;1;1,58496250072116;False;0;0
ЛИСПОВСКАЯ ФУНКЦИЯ;лисповскую функцию;11;NonDictTerm;7;11,0947375050481;False;0;0
ЛОГИЧЕСКИЕ ОПЕРАЦИИ;логические операции;11;NonDictTerm;1;1,58496250072116;False;0;0
ПРАКТИЧЕСКОЕ ПРОГРАММИРОВАНИЕ;практического программирования;11;NonDictTerm;2;3,16992500144231;False;0;0
СПЕЦИАЛЬНЫЙ ФОРМАЛИЗМ;специального формализма;11;NonDictTerm;1;1,58496250072116;False;0;0
БЕЗЫМЯННАЯ ФУНКЦИЯ;безымянной функции;12;NonDictTerm;11;17,4345875079327;False;0;0
ФАКТИЧЕСКИЕ ПАРАМЕТРЫ;фактические параметры;12;NonDictTerm;23;36,4541375165866;False;0;0
ИТОГОВОЕ ЗНАЧЕНИЕ;итоговым значением;13;NonDictTerm;2;3,16992500144231;False;0;0
ВРЕМЕННЫЙ ХАРАКТЕР;временный характер;13;NonDictTerm;1;1,58496250072116;False;0;0
РАННИЕ СВЯЗИ;ранние связи;13;NonDictTerm;1;1,58496250072116;False;0;0
ФАКТИЧЕСКИЕ АРГУМЕНТЫ;фактическими аргументами;13;NonDictTerm;3;4,75488750216347;False;0;0
НЕОДНОКРАТНОЕ ПРИМЕНЕНИЕ;неоднократного применения;13;NonDictTerm;1;1,58496250072116;False;0;0
РЕКУРСИВНАЯ ФУНКЦИЯ;рекурсивной функции;13;NonDictTerm;16;25,3594000115385;True;0;0
ИСТОРИЧЕСКИЕ ПЕРВЫЕ;исторически первым;14;NonDictTerm;1;1,58496250072116;False;0;0
УПРОЩЕННАЯ ЗАПИСЬ;упрощенная запись;15;NonDictTerm;1;1,58496250072116;False;0;0
ВНЕШНИЕ СКОБКИ;внешние скобки;15;NonDictTerm;2;1,58496250072116;False;0;0
ШИРОКИЙ НАБОР;широкий набор;15;NonDictTerm;1;1,58496250072116;False;0;0
СЛОЖНЫЕ ЗАДАЧИ;сложных задач;16;NonDictTerm;1;1,58496250072116;False;0;0
ОПРЕДЕЛЕННАЯ СУПЕРПОЗИЦИЯ;определенной суперпозиции;16;NonDictTerm;2;3,16992500144231;False;0;0
НУЖНЫЙ УРОВЕНЬ;нужного уровня;16;NonDictTerm;1;1,58496250072116;False;0;0
ФИГУРНЫЕ СКОБКИ;фигурные скобки;16;NonDictTerm;1;1,58496250072116;False;0;0
КВАДРАТНЫЕ СКОБКИ;квадратных скобках;16;NonDictTerm;4;6,33985000288463;False;0;0
ЭКВИВАЛЕНТНАЯ СУПЕРПОЗИЦИЯ;эквивалентной суперпозиции;16;NonDictTerm;1;1,58496250072116;False;0;0
СПЕЦИАЛЬНЫЕ СРЕДСТВА;специальные средства;17;NonDictTerm;2;3,16992500144231;False;0;0
АРИФМЕТИЧЕСКИЕ ФУНКЦИИ;Арифметические функции;17;NonDictTerm;1;1,58496250072116;False;0;0
ОБРАТНАЯ ВЕЛИЧИНА;обратной величины;17;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ ДИАЛЕКТЫ;разных диалектах;17;NonDictTerm;2;3,16992500144231;False;0;0
РАЦИОНАЛЬНОЕ ЧИСЛО;рациональное число;17;NonDictTerm;1;1,58496250072116;False;0;0
АРИФМЕТИЧЕСКИЕ ПРЕДИКАТЫ;Арифметические предикаты;18;NonDictTerm;2;3,16992500144231;False;0;0
ЧИСЛОВОЙ АРГУМЕНТ;числового аргумента;18;NonDictTerm;1;1,58496250072116;False;0;0
ЧЕТНОЕ ЧИСЛО;четным числом;18;NonDictTerm;1;1,58496250072116;False;0;0
ЛОГИЧЕСКИЕ ФУНКЦИИ;Логические  функции;19;NonDictTerm;2;3,16992500144231;False;0;0
ЛОГИЧЕСКИЕ ФУНКЦИЯ-ПРЕДИКАТЫ;логическим функциям-предикатам;19;NonDictTerm;1;1,58496250072116;False;0;0
ЛОГИЧЕСКОЕ ОТРИЦАНИЕ;логическое отрицание;19;NonDictTerm;2;3,16992500144231;False;0;0
РАЗНЫЕ КОНТЕКСТЫ;разных контекстах;20;NonDictTerm;1;1,58496250072116;False;0;0
РАВНОЕ ЗНАЧЕНИЕ;равно значению;20;NonDictTerm;1;1,58496250072116;False;0;0
СПИСОЧНОЕ ВЫРАЖЕНИЕ;списочным выражением;20;NonDictTerm;37;58,6436125266828;False;0;0
МОЩНЫЙ МЕХАНИЗМ;мощный механизм;20;NonDictTerm;1;1,58496250072116;False;0;0
РАВНАЯ ДЛИНА;равна длине;21;NonDictTerm;2;0;False;0;0
РЕКУРСИВНЫЙ ВЫЗОВ;рекурсивный вызов;21;NonDictTerm;25;39,6240625180289;False;0;0
ЭЛЕМЕНТАРНЫЕ ВЕТВИ;элементарные ветви;21;NonDictTerm;9;14,2646625064904;False;0;0
НЕОБРАБОТАННЫЕ ВЫЗОВЫ;необработанные вызовы;21;NonDictTerm;1;1,58496250072116;False;0;0
СОДЕРЖИМЫЙ СТЕК;содержимого стека;21;NonDictTerm;1;1,58496250072116;False;0;0
ЛОКАЛЬНОЕ ЗНАЧЕНИЕ;локальное значение;22;NonDictTerm;1;1,58496250072116;False;0;0
ОБРАТНЫЙ ПОРЯДОК;обратном порядке;22;NonDictTerm;2;3,16992500144231;False;0;0
СТОЯЩЕЕ СПРАВА;стоящей справа;22;NonDictTerm;1;1,58496250072116;False;0;0
ЛОКАЛЬНЫЕ СВЯЗИ;локальные связи;22;NonDictTerm;3;4,75488750216347;False;0;0
СТАРЫЕ СВЯЗИ;старые связи;22;NonDictTerm;2;3,16992500144231;False;0;0
НЕАТОМАРНЫЕ ЭЛЕМЕНТЫ;неатомарные элементы;22;NonDictTerm;1;1,58496250072116;False;0;0
ОБЯЗАТЕЛЬНАЯ АТОМАРНОСТЬ;обязательной атомарности;22;NonDictTerm;1;1,58496250072116;False;0;0
ИСКОМЫЙ АТОМ;искомого атома;23;NonDictTerm;1;1,58496250072116;False;0;0
НЕПУСТОЙ АРГУМЕНТ-СПИСОК;непустой аргумент-список;23;NonDictTerm;1;1,58496250072116;False;0;0
ПРОСТОЙ АРГУМЕНТ;простым аргументом;23;NonDictTerm;1;1,58496250072116;False;0;0
РЕКУРСИВНАЯ ВЕТВЬ;рекурсивной ветви;24;NonDictTerm;3;4,75488750216347;False;0;0
ОСНОВНЫЙ ЛИСПОВСКИЙ;Основной лисповской;25;NonDictTerm;1;1,58496250072116;False;0;0
ТОЧЕЧНАЯ ЗАПИСЬ;точечную запись;26;NonDictTerm;2;1,58496250072116;False;0;0
СПИСОЧНАЯ ФОРМА;списочную форму;26;NonDictTerm;3;3,16992500144231;False;0;0
ТОЧЕЧНАЯ ФОРМА;точечной формы;26;NonDictTerm;2;1,58496250072116;False;0;0
ТОЧЕЧНЫЕ ОБОЗНАЧЕНИЯ;точечных обозначениях;27;NonDictTerm;1;1,58496250072116;False;0;0
АТОМАРНЫЕ ЭЛЕМЕНТЫ;атомарным элементам;27;NonDictTerm;1;1,58496250072116;False;0;0
ПРЕОБРАЗУЕМЫЙ СПИСОК;преобразуемого списка;27;NonDictTerm;1;1,58496250072116;False;0;0
СПИСОЧНАЯ ЗАПИСЬ;списочной записи;27;NonDictTerm;1;1,58496250072116;False;0;0
БАЗОВЫЕ ФУНКЦИИ;базовых функций;27;NonDictTerm;4;6,33985000288463;False;0;0
БИНАРНОЕ ДЕРЕВО;бинарного дерева;29;NonDictTerm;6;7,92481250360578;False;0;0
ЛОГИЧЕСКАЯ СТРУКТУРА;логической структурой;29;NonDictTerm;1;1,58496250072116;False;0;0
ДРЕВОВИДНАЯ СТРУКТУРА;Древовидная структура;29;NonDictTerm;1;1,58496250072116;False;0;0
СПЕЦИАЛЬНАЯ ТАБЛИЦА;специальную таблицу;29;NonDictTerm;1;1,58496250072116;False;0;0
НУЖНАЯ ИНФОРМАЦИЯ;нужную информацию;29;NonDictTerm;1;1,58496250072116;False;0;0
ВНЕШНЕЕ ИМЯ;внешнее имя;29;NonDictTerm;10;15,8496250072116;False;0;0
ФАКТИЧЕСКОЕ ЗНАЧЕНИЕ;фактическое значение;29;NonDictTerm;3;4,75488750216347;False;0;0
ФУНКЦИОНАЛЬНОЕ ЗНАЧЕНИЕ;функциональное значение;29;NonDictTerm;9;14,2646625064904;True;0;0
ПЕРЕЧИСЛЕННЫЕ ПУНКТЫ;Перечисленные пункты;29;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ ЗНАЧЕНИЯ;разные значения;30;NonDictTerm;5;7,92481250360578;False;0;0
СПИСОЧНАЯ ЯЧЕЙКА;списочная ячейка;30;NonDictTerm;29;45,9639125209135;False;0;0
РАВНОЕ ЧИСЛО;равно числу;31;NonDictTerm;2;3,16992500144231;False;0;0
ВАЖНОЕ СВОЙСТВО;важное свойство;33;NonDictTerm;1;1,58496250072116;False;0;0
ПОБОЧНЫЕ ЭФФЕКТЫ;побочных эффектов;33;NonDictTerm;12;17,4345875079327;False;0;0
ЗАМКНУТЫЙ ЦИКЛ;замкнутый цикл;33;NonDictTerm;1;1,58496250072116;False;0;0
ЕДИНСТВЕННЫЙ ОБРАЗ;единственным образом;33;NonDictTerm;1;1,58496250072116;False;0;0
ФИЗИЧЕСКОЕ РАВЕНСТВО;физическое равенство;33;NonDictTerm;3;4,75488750216347;False;0;0
ПОДОБНАЯ СИТУАЦИЯ;Подобная  ситуация;33;NonDictTerm;1;1,58496250072116;False;0;0
ЛОГИЧЕСКОЕ РАВЕНСТВО;логическое равенство;33;NonDictTerm;1;1,58496250072116;False;0;0
СПИСОЧНАЯ ПАМЯТЬ;списочная память;34;NonDictTerm;6;9,50977500432694;False;0;0
ОПРЕДЕЛЕННАЯ ОПАСНОСТЬ;определенную опасность;34;NonDictTerm;1;1,58496250072116;False;0;0
ЭФФЕКТИВНЫЕ ПРОГРАММЫ;эффективные программы;34;NonDictTerm;1;1,58496250072116;False;0;0
ЯВНАЯ ОСОБЕННОСТЬ;Явная особенность;34;NonDictTerm;1;1,58496250072116;False;0;0
МОЩНОЕ СРЕДСТВО;мощное средство;35;NonDictTerm;2;3,16992500144231;False;0;0
ФУНКЦИОНАЛЬНАЯ ПРОГРАММА;функциональной программы;35;NonDictTerm;5;7,92481250360578;False;0;0
ТИПИЧНАЯ ЛИСП-ПРОГРАММА;Типичная лисп-программа;35;NonDictTerm;1;1,58496250072116;False;0;0
КОМПЛЕКСНЫЕ ЧИСЛА;комплексными числами;35;NonDictTerm;12;19,0195500086539;False;0;0
ДВУХЭЛЕМЕНТНЫЕ СПИСКИ;двухэлементные списки;35;NonDictTerm;2;3,16992500144231;False;0;0
ТЕКСТОВЫЙ ФАЙЛ;текстовом файле;37;NonDictTerm;2;3,16992500144231;False;0;0
ПОЗДНЕЕ СВЯЗЫВАНИЕ;позднего связывания;37;NonDictTerm;2;0;False;0;0
ДИНАМИЧЕСКАЯ ТИПИЗАЦИЯ;динамическую типизацию;37;NonDictTerm;2;3,16992500144231;False;0;0
ДИНАМИЧЕСКОЕ СВЯЗЫВАНИЕ;динамическое связывание;37;NonDictTerm;7;11,0947375050481;False;0;0
ДОПОЛНИТЕЛЬНАЯ ГИБКОСТЬ;дополнительную гибкость;38;NonDictTerm;1;1,58496250072116;False;0;0
НЕИЗБЕЖНАЯ ПЛАТА;неизбежной платой;38;NonDictTerm;1;1,58496250072116;False;0;0
ДИНАМИЧЕСКИЙ ДОСТУП;динамический доступ;38;NonDictTerm;1;1,58496250072116;False;0;0
РАННИЕ ДИАЛЕКТЫ;ранних диалектах;38;NonDictTerm;6;9,50977500432694;False;0;0
НЕЖЕЛАТЕЛЬНЫЕ ЭФФЕКТЫ;нежелательным эффектам;38;NonDictTerm;2;3,16992500144231;False;0;0
ВНЕШНЕЕ ОКРУЖЕНИЕ;внешнего окружения;38;NonDictTerm;1;1,58496250072116;False;0;0
СТАТИЧЕСКОЕ СВЯЗЫВАНИЕ;статическое связывание;38;NonDictTerm;3;4,75488750216347;False;0;0
ЭФФЕКТИВНАЯ КОМПИЛЯЦИЯ;эффективную компиляцию;38;NonDictTerm;1;1,58496250072116;False;0;0
НУЖНАЯ КОНСТАНТА;нужную константу;39;NonDictTerm;1;1,58496250072116;False;0;0
ТРАДИЦИОННЫЕ ЯЗЫКИ;традиционных языках;39;NonDictTerm;2;3,16992500144231;False;0;0
РЕКУРСИВНОЕ ПРОГРАММИРОВАНИЕ;Рекурсивное программирование;39;NonDictTerm;2;0;True;0;0
ТИПИЧНЫЕ ПРИЕМЫ;типичные приемы;39;NonDictTerm;2;3,16992500144231;False;0;0
ПРОСТАЯ РЕКУРСИЯ;Простая рекурсия;39;NonDictTerm;9;14,2646625064904;True;0;0
РЕКУРСИВНОЕ ПОСТРОЕНИЕ;рекурсивного построения;39;NonDictTerm;1;1,58496250072116;False;0;0
ОДНОЭЛЕМЕНТНЫЙ СПИСОК;одноэлементный список;2;NonDictTerm;3;4,75488750216347;False;0;0
РЕАЛЬНОЕ ПОСТРОЕНИЕ;реальное построение;40;NonDictTerm;1;1,58496250072116;False;0;0
РЕВЕРСИРУЕМЫЙ СПИСОК;реверсируемого списка;40;NonDictTerm;2;0;False;0;0
ЦИКЛИЧЕСКАЯ КОНСТРУКЦИЯ;циклическая конструкция;40;NonDictTerm;1;1,58496250072116;False;0;0
ХВОСТОВАЯ РЕКУРСИЯ;хвостовую рекурсию;41;NonDictTerm;8;11,0947375050481;False;0;0
СОВРЕМЕННЫЕ ЛИСП-ИНТЕРПРЕТАТОРЫ;Современные лисп-интерпретаторы;41;NonDictTerm;1;1,58496250072116;False;0;0
ВЫШЕ ФУНКЦИЯ;выше функции;41;NonDictTerm;1;1,58496250072116;False;0;0
ДАЛЬНЕЙШЕЕ РАССМОТРЕНИЕ;дальнейшего рассмотрения;41;NonDictTerm;1;1,58496250072116;False;0;0
ЛЕВАЯ ВЕТВЬ;левой ветви;41;NonDictTerm;1;1,58496250072116;False;0;0
ОПРЕДЕЛИМЫЙ ФУНКЦИЯ-ПРЕДИКАТ;Определим функцию-предикат;42;NonDictTerm;1;1,58496250072116;False;0;0
ОДНОУРОВНЕВЫЕ СПИСКИ;одноуровневыми списками;42;NonDictTerm;6;9,50977500432694;False;0;0
НЕМОЙ ПОДСПИСОК;нем подсписка;42;NonDictTerm;1;1,58496250072116;False;0;0
ВНЕШНИЙ ЦИКЛ;внешний цикл;42;NonDictTerm;4;6,33985000288463;False;0;0
КОСВЕННАЯ РЕКУРСИЯ;Косвенная  рекурсия;42;NonDictTerm;4;6,33985000288463;True;0;0
ПРЯМАЯ РЕКУРСИЯ;прямой рекурсии;42;NonDictTerm;3;4,75488750216347;False;0;0
ЛОГИЧЕСКОЕ ВЫРАЖЕНИЕ;логического выражения;42;NonDictTerm;8;12,6797000057693;False;0;0
ЛОГИЧЕСКАЯ ФОРМУЛА;логической формуле;43;NonDictTerm;3;1,58496250072116;False;0;0
НУЖНОЕ ПРЕОБРАЗОВАНИЕ;нужное преобразование;43;NonDictTerm;1;1,58496250072116;False;0;0
ЛОГИЧЕСКИЙ ОПЕРАНД;логический операнд;43;NonDictTerm;2;3,16992500144231;False;0;0
СКОБОЧНОЕ ВЫРАЖЕНИЕ;скобочного выражения;43;NonDictTerm;2;3,16992500144231;False;0;0
НУЖНАЯ ОПЕРАЦИЯ;нужной операции;43;NonDictTerm;2;3,16992500144231;False;0;0
ЛОГИЧЕСКИЕ КОНСТАНТЫ;логические константы;43;NonDictTerm;1;1,58496250072116;False;0;0
ТРАДИЦИОННАЯ ЗАПИСЬ;традиционной записи;44;NonDictTerm;1;1,58496250072116;False;0;0
ВЗАИМОСВЯЗАННЫЕ ФУНКЦИИ;взаимосвязанных функций;44;NonDictTerm;2;3,16992500144231;False;0;0
ПАРАЛЛЕЛЬНАЯ РЕКУРСИЯ;Параллельная рекурсия;2;NonDictTerm;12;19,0195500086539;True;0;0
ПРАВОЕ ПОДДЕРЕВО;правое поддерево;45;NonDictTerm;5;7,92481250360578;False;0;0
ЛЕВОЕ ПОДДЕРЕВО;левом поддереве;45;NonDictTerm;2;1,58496250072116;False;0;0
РАЗНЫЕ ВЕТВИ;разные ветви;46;NonDictTerm;2;3,16992500144231;False;0;0
ОДНОВРЕМЕННЫЙ ПРОХОД;одновременный проход;47;NonDictTerm;1;1,58496250072116;False;0;0
ПРАВЫЕ ЛИСТЫ;правых листьях;48;NonDictTerm;2;3,16992500144231;False;0;0
ПОНЯТНЕЕ РЕШЕНИЕ;понятнее решения;49;NonDictTerm;1;1,58496250072116;False;0;0
ПОНЯТНЫЕ ФУНКЦИИ;понятным функциям;49;NonDictTerm;1;1,58496250072116;False;0;0
ДОПОЛНИТЕЛЬНЫЙ АРГУМЕНТ;дополнительным аргументом;49;NonDictTerm;1;1,58496250072116;False;0;0
ОЧЕВИДНАЯ НЕЭФФЕКТИВНОСТЬ;Очевидна неэффективность;49;NonDictTerm;1;1,58496250072116;False;0;0
ЭКСПОНЕНЦИАЛЬНЫЙ ЭФФЕКТ;экспоненциальный эффект;49;NonDictTerm;1;1,58496250072116;False;0;0
ДОПОЛНИТЕЛЬНАЯ ФУНКЦИЯ;дополнительную функцию;50;NonDictTerm;1;1,58496250072116;False;0;0
СПЕЦИАЛЬНЫЕ ПАРАМЕТР-АРГУМЕНТЫ;специальных параметрах-аргументах;50;NonDictTerm;1;1,58496250072116;False;0;0
РЕКУРСИВНЫЙ ПРОЦЕСС;рекурсивный процесс;50;NonDictTerm;2;1,58496250072116;False;0;0
НЕНУЖНЫЕ СОЕДИНЕНЬЯ;ненужных соединений;50;NonDictTerm;1;1,58496250072116;False;0;0
ВЫЧИСЛИТЕЛЬНАЯ СЛОЖНОСТЬ;вычислительную сложность;51;NonDictTerm;1;1,58496250072116;False;0;0
ЗАТРАТНАЯ ОПЕРАЦИЯ;затратная операция;51;NonDictTerm;1;1,58496250072116;False;0;0
РЕВЕРСИРОВАННЫЙ СПИСОК;реверсированный список;51;NonDictTerm;1;1,58496250072116;False;0;0
ЭФФЕКТИВНОЕ РЕШЕНИЕ;эффективно решение;52;NonDictTerm;1;1,58496250072116;False;0;0
ВНУТРЕННИЕ СКОБКИ;внутренних скобок;54;NonDictTerm;1;1,58496250072116;False;0;0
ЗАТРАТНАЯ ФУНКЦИЯ;затратную функцию;55;NonDictTerm;1;1,58496250072116;False;0;0
НЕАТОМАРНОЕ ВЫРАЖЕНИЕ;неатомарное выражение;56;NonDictTerm;1;1,58496250072116;False;0;0
МЕНЬШЕЕ ЧИСЛО;меньшее число;57;NonDictTerm;1;1,58496250072116;False;0;0
НАТУРАЛЬНОЕ ЧИСЛО;натуральным числом;59;NonDictTerm;2;3,16992500144231;False;0;0
СПИСОЧНЫЕ ЭЛЕМЕНТЫ;списочные элементы;59;NonDictTerm;1;1,58496250072116;False;0;0
СЖАТАЯ ФОРМА;сжатой форме;60;NonDictTerm;1;1,58496250072116;False;0;0
МОЩНЫЕ ПРОГРАММЫ;мощным программам;60;NonDictTerm;1;1,58496250072116;False;0;0
ФУНКЦИОНАЛЬНЫЕ АРГУМЕНТЫ;функциональными аргументами;60;NonDictTerm;29;45,9639125209135;True;0;0
ПОДЫНТЕГРАЛЬНАЯ ФУНКЦИЯ;подынтегральная функция;60;NonDictTerm;1;1,58496250072116;False;0;0
НУЖНАЯ ФУНКЦИЯ;нужной функции;62;NonDictTerm;1;1,58496250072116;False;0;0
ДОПОЛНИТЕЛЬНЫЕ СРЕДСТВА;дополнительные средства;64;NonDictTerm;1;1,58496250072116;False;0;0
ВНЕШНЕЕ ВЫРАЖЕНИЕ;внешнем выражении;67;NonDictTerm;2;3,16992500144231;False;0;0
ВЫЧИСЛИТЕЛЬНЫЙ КОНТЕКСТ;вычислительного контекста;67;NonDictTerm;6;7,92481250360578;False;0;0
ОДИНАКОВЫЕ ИМЕНА;одинаковые имена;68;NonDictTerm;1;1,58496250072116;False;0;0
РАЗНЫЕ ЛИСПОВСКИЕ;разных лисповских;68;NonDictTerm;1;1,58496250072116;False;0;0
ФУНКЦИОНАЛЬНАЯ БЛОКИРОВКА;функциональной блокировкой;68;NonDictTerm;8;11,0947375050481;False;0;0
ПРОСТАЯ БЛОКИРОВКА;простую блокировку;69;NonDictTerm;1;1,58496250072116;False;0;0
ПЕРЕМЕННЫЕ ПРОГРАММЫ;переменных программы;69;NonDictTerm;1;1,58496250072116;False;0;0
ОДНОМЕСТНЫЙ ПРЕДИКАТ;одноместный предикат;70;NonDictTerm;1;1,58496250072116;False;0;0
ПОЛОЖИТЕЛЬНАЯ ПРОВЕРКА;положительной проверки;70;NonDictTerm;1;1,58496250072116;False;0;0
ОТРИЦАТЕЛЬНЫЕ ПРОВЕРКИ;отрицательных проверок;70;NonDictTerm;1;1,58496250072116;False;0;0
МОЩНЫЙ ФУНКЦИОНАЛ;мощный функционал;70;NonDictTerm;1;1,58496250072116;False;0;0
БОЛЬШОЕ ЧИСЛО;большое число;70;NonDictTerm;1;1,58496250072116;False;0;0
БИНАРНАЯ ОПЕРАЦИЯ-ФУНКЦИЯ;бинарной операции-функции;71;NonDictTerm;1;1,58496250072116;False;0;0
БИНАРНАЯ ФУНКЦИЯ;бинарной функции;71;NonDictTerm;1;1,58496250072116;False;0;0
ПРАВАЯ СВЕРТКА;правой сверткой;72;NonDictTerm;1;1,58496250072116;False;0;0
РЕАЛИЗОВАННЫЙ ФУНКЦИОНАЛ;реализованный функционал;72;NonDictTerm;1;1,58496250072116;False;0;0
КЛЮЧЕВЫЕ ПАРАМЕТРЫ;ключевых параметров;72;NonDictTerm;4;3,16992500144231;False;0;0
ОБЫЧНАЯ БЛОКИРОВКА;обычную блокировку;73;NonDictTerm;3;4,75488750216347;False;0;0
ОБЫЧНАЯ ТЕХНИКА;обычной техники;73;NonDictTerm;1;1,58496250072116;False;0;0
ДЕКАРТОВОЕ ПРОИЗВЕДЕНИЕ;декартово произведение;73;NonDictTerm;1;0;False;0;0
ОДНОЭЛЕМЕНТНОЕ МНОЖЕСТВО;одноэлементного множества;73;NonDictTerm;1;-1,58496250072116;False;0;0
